,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
176,49419,27in FHD Monitor,1,"[149.99, 11]",NA,NA
177,49420,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
178,49421,iPhone,1,"[700, 10]",NA,NA
179,49422,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
180,49423,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
181,49424,LG Washing Machine,1,"[600.0, 1]",NA,NA
182,49425,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
183,49426,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
184,49427,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
185,49428,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
186,49429,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
187,49430,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
188,49431,Wired Headphones,1,"[11.99, 26]",NA,NA
189,49432,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
190,49433,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
191,49434,Apple Airpods Headphones,1,"[150, 22]",NA,NA
192,49435,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
193,49436,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
194,49437,Wired Headphones,1,"[11.99, 26]",NA,NA
195,49438,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
196,49439,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
197,49440,iPhone,1,"[700, 10]",NA,NA
198,49441,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
199,49442,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
200,49443,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
201,49444,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
202,49445,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
203,49446,Apple Airpods Headphones,1,"[150, 22]",NA,NA
204,49447,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
205,49448,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
206,49449,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
207,49450,Vareebadd Phone,1,"[400, 3]",NA,NA
208,49451,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
209,49452,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
210,49453,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
211,49454,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
212,49455,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
213,49456,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
214,49457,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
215,49458,Wired Headphones,1,"[11.99, 26]",NA,NA
216,49459,27in FHD Monitor,1,"[149.99, 11]",NA,NA
217,49460,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
218,49461,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
219,49462,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
220,49463,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
221,49464,20in Monitor,1,"[109.99, 6]",NA,NA
222,49465,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
223,49466,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
224,49467,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
225,49468,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
226,49469,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
227,49470,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
228,49471,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
229,49472,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
230,49473,Wired Headphones,1,"[11.99, 26]",NA,NA
231,49474,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
232,49475,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
233,49476,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
234,49477,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
235,49478,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
236,49479,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
237,49480,Wired Headphones,1,"[11.99, 26]",NA,NA
238,49481,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
239,49482,iPhone,1,"[700, 10]",NA,NA
240,49483,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
241,49484,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
242,49485,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
243,49486,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
244,49487,Wired Headphones,1,"[11.99, 26]",NA,NA
245,49488,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
246,49489,Wired Headphones,1,"[11.99, 26]",NA,NA
247,49490,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
248,49491,Flatscreen TV,1,"[300, 7]",NA,NA
249,49492,20in Monitor,1,"[109.99, 6]",NA,NA
250,49493,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
251,49494,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
252,49495,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
253,49496,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
254,49497,Apple Airpods Headphones,1,"[150, 22]",NA,NA
255,49498,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
256,49499,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
257,49500,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
258,49501,Apple Airpods Headphones,1,"[150, 22]",NA,NA
259,49502,Apple Airpods Headphones,1,"[150, 22]",NA,NA
260,49503,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
261,49504,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
262,49505,Apple Airpods Headphones,1,"[150, 22]",NA,NA
263,49506,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
264,49507,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
265,49508,27in FHD Monitor,1,"[149.99, 11]",NA,NA
266,49509,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
267,49510,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
268,49511,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
269,49512,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
270,49513,Apple Airpods Headphones,1,"[150, 22]",NA,NA
271,49514,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
272,49515,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
273,49516,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
274,49517,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
275,49518,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
276,49519,27in FHD Monitor,1,"[149.99, 11]",NA,NA
277,49520,20in Monitor,1,"[109.99, 6]",NA,NA
278,49521,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
279,49522,Apple Airpods Headphones,1,"[150, 22]",NA,NA
280,49523,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
281,49524,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
282,49525,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
283,49526,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
284,49527,27in FHD Monitor,1,"[149.99, 11]",NA,NA
285,49528,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
286,49529,Google Phone,1,"[600, 8]",NA,NA
287,49530,iPhone,1,"[700, 10]",NA,NA
288,49531,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
289,49532,Wired Headphones,1,"[11.99, 26]",NA,NA
290,49533,27in FHD Monitor,1,"[149.99, 11]",NA,NA
291,49534,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
292,49535,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
293,49536,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
294,49537,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
295,49538,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
296,49539,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
297,49540,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
298,49541,Apple Airpods Headphones,1,"[150, 22]",NA,NA
299,49542,20in Monitor,1,"[109.99, 6]",NA,NA
300,49543,Wired Headphones,1,"[11.99, 26]",NA,NA
301,49544,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
302,49545,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
303,49546,Wired Headphones,1,"[11.99, 26]",NA,NA
304,49547,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
305,49548,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
306,49549,Wired Headphones,1,"[11.99, 26]",NA,NA
307,49550,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
308,49551,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
309,49552,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
310,49553,iPhone,1,"[700, 10]",NA,NA
311,49554,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
312,49555,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
313,49556,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
314,49557,Wired Headphones,1,"[11.99, 26]",NA,NA
315,49558,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
316,49559,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
317,49560,27in FHD Monitor,1,"[149.99, 11]",NA,NA
318,49561,20in Monitor,1,"[109.99, 6]",NA,NA
319,49562,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
320,49563,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
321,49564,Google Phone,1,"[600, 8]",NA,NA
322,49565,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
323,49566,20in Monitor,1,"[109.99, 6]",NA,NA
324,49567,Apple Airpods Headphones,1,"[150, 22]",NA,NA
325,49568,Apple Airpods Headphones,1,"[150, 22]",NA,NA
326,49569,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
327,49570,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
328,49571,Wired Headphones,1,"[11.99, 26]",NA,NA
329,49572,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
330,49573,Apple Airpods Headphones,1,"[150, 22]",NA,NA
331,49574,Apple Airpods Headphones,1,"[150, 22]",NA,NA
332,49575,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
333,49576,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
334,49577,Wired Headphones,1,"[11.99, 26]",NA,NA
335,49578,iPhone,1,"[700, 10]",NA,NA
336,49579,Flatscreen TV,1,"[300, 7]",NA,NA
337,49580,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
338,49581,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
339,49582,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
340,49583,Apple Airpods Headphones,1,"[150, 22]",NA,NA
341,49584,Apple Airpods Headphones,1,"[150, 22]",NA,NA
342,49585,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
343,49586,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
344,49587,Wired Headphones,1,"[11.99, 26]",NA,NA
345,49588,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
346,49589,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
347,49590,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
348,49591,iPhone,1,"[700, 10]",NA,NA
349,49592,27in FHD Monitor,1,"[149.99, 11]",NA,NA
350,49593,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
351,49594,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
352,49595,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
353,49596,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
354,49597,27in FHD Monitor,1,"[149.99, 11]",NA,NA
355,49598,iPhone,1,"[700, 10]",NA,NA
356,49599,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
357,49600,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
358,49601,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
359,49602,Wired Headphones,1,"[11.99, 26]",NA,NA
360,49603,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
361,49604,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
362,49605,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
363,49606,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
364,49607,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
365,49608,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
366,49609,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
367,49610,Apple Airpods Headphones,1,"[150, 22]",NA,NA
368,49611,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
369,49612,Flatscreen TV,1,"[300, 7]",NA,NA
370,49613,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
371,49614,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
372,49615,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
373,49616,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
374,49617,Wired Headphones,1,"[11.99, 26]",NA,NA
375,49618,Wired Headphones,1,"[11.99, 26]",NA,NA
376,49619,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
377,49620,Apple Airpods Headphones,1,"[150, 22]",NA,NA
378,49621,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
379,49622,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
380,49623,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
381,49624,Vareebadd Phone,1,"[400, 3]",NA,NA
382,49625,Google Phone,1,"[600, 8]",NA,NA
383,49626,LG Dryer,1,"[600.0, 1]",NA,NA
384,49627,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
385,49628,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
386,49629,iPhone,1,"[700, 10]",NA,NA
387,49630,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
388,49631,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
389,49632,Wired Headphones,1,"[11.99, 26]",NA,NA
390,49633,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
391,49634,27in FHD Monitor,1,"[149.99, 11]",NA,NA
392,49635,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
393,49636,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
394,49637,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
395,49638,Wired Headphones,1,"[11.99, 26]",NA,NA
396,49639,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
397,49640,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
398,49641,Wired Headphones,1,"[11.99, 26]",NA,NA
399,49642,Apple Airpods Headphones,1,"[150, 22]",NA,NA
400,49643,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
401,49644,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
402,49645,Apple Airpods Headphones,1,"[150, 22]",NA,NA
403,49646,Apple Airpods Headphones,1,"[150, 22]",NA,NA
404,49647,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
405,49648,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
406,49649,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
407,49650,Wired Headphones,1,"[11.99, 26]",NA,NA
408,49651,Wired Headphones,1,"[11.99, 26]",NA,NA
409,49652,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
410,49653,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
411,49654,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
412,49655,Google Phone,1,"[600, 8]",NA,NA
413,49656,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
414,49657,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
415,49658,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
416,49659,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
