,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
92,101610,Flatscreen TV,1,"[300, 7]",NA,NA
93,101611,Apple Airpods Headphones,1,"[150, 22]",NA,NA
94,101612,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
95,101613,iPhone,1,"[700, 10]",NA,NA
96,101614,27in FHD Monitor,1,"[149.99, 11]",NA,NA
97,101615,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
98,101616,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
99,101617,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
100,101618,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
101,101619,Wired Headphones,1,"[11.99, 26]",NA,NA
102,101620,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
103,101621,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
104,101622,20in Monitor,1,"[109.99, 6]",NA,NA
105,101623,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
106,101624,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
107,101625,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
108,101626,27in FHD Monitor,1,"[149.99, 11]",NA,NA
109,101627,20in Monitor,1,"[109.99, 6]",NA,NA
110,101628,Apple Airpods Headphones,1,"[150, 22]",NA,NA
111,101629,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
112,101630,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
113,101631,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
114,101632,27in FHD Monitor,1,"[149.99, 11]",NA,NA
115,101633,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
116,101634,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
117,101635,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
118,101636,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
119,101637,Wired Headphones,1,"[11.99, 26]",NA,NA
120,101638,27in FHD Monitor,1,"[149.99, 11]",NA,NA
121,101639,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
122,101640,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
123,101641,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
124,101642,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
125,101643,iPhone,1,"[700, 10]",NA,NA
126,101644,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
127,101645,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
128,101646,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
129,101647,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
130,101648,Apple Airpods Headphones,1,"[150, 22]",NA,NA
131,101649,Wired Headphones,1,"[11.99, 26]",NA,NA
132,101650,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
133,101651,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
134,101652,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
135,101653,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
136,101654,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
137,101655,iPhone,1,"[700, 10]",NA,NA
138,101656,Google Phone,1,"[600, 8]",NA,NA
139,101657,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
140,101658,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
141,101659,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
142,101660,Apple Airpods Headphones,1,"[150, 22]",NA,NA
143,101661,Wired Headphones,1,"[11.99, 26]",NA,NA
144,101662,Apple Airpods Headphones,1,"[150, 22]",NA,NA
145,101663,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
146,101664,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
147,101665,Apple Airpods Headphones,1,"[150, 22]",NA,NA
148,101666,iPhone,1,"[700, 10]",NA,NA
149,101667,iPhone,1,"[700, 10]",NA,NA
150,101668,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
151,101669,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
152,101670,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
153,101671,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
154,101672,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
155,101673,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
156,101674,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
157,101675,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
158,101676,Google Phone,1,"[600, 8]",NA,NA
159,101677,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
160,101678,Apple Airpods Headphones,1,"[150, 22]",NA,NA
161,101679,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
162,101680,27in FHD Monitor,1,"[149.99, 11]",NA,NA
163,101681,Wired Headphones,1,"[11.99, 26]",NA,NA
164,101682,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
165,101683,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
166,101684,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
167,101685,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
168,101686,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
169,101687,Wired Headphones,1,"[11.99, 26]",NA,NA
170,101688,Wired Headphones,1,"[11.99, 26]",NA,NA
171,101689,Wired Headphones,1,"[11.99, 26]",NA,NA
172,101690,Wired Headphones,1,"[11.99, 26]",NA,NA
173,101691,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
174,101692,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
175,101693,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
176,101694,Apple Airpods Headphones,1,"[150, 22]",NA,NA
177,101695,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
178,101696,Apple Airpods Headphones,1,"[150, 22]",NA,NA
179,101697,Apple Airpods Headphones,1,"[150, 22]",NA,NA
180,101698,Wired Headphones,1,"[11.99, 26]",NA,NA
181,101699,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
182,101700,Flatscreen TV,1,"[300, 7]",NA,NA
183,101701,20in Monitor,1,"[109.99, 6]",NA,NA
184,101702,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
185,101703,Google Phone,1,"[600, 8]",NA,NA
186,101704,Flatscreen TV,1,"[300, 7]",NA,NA
187,101705,Apple Airpods Headphones,1,"[150, 22]",NA,NA
188,101706,27in FHD Monitor,1,"[149.99, 11]",NA,NA
189,101707,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
190,101708,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
191,101709,iPhone,1,"[700, 10]",NA,NA
192,101710,27in FHD Monitor,1,"[149.99, 11]",NA,NA
193,101711,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
194,101712,Wired Headphones,1,"[11.99, 26]",NA,NA
195,101713,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
196,101714,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
197,101715,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
198,101716,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
199,101717,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
200,101718,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
201,101719,Apple Airpods Headphones,1,"[150, 22]",NA,NA
202,101720,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
203,101721,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
204,101722,iPhone,1,"[700, 10]",NA,NA
205,101723,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
206,101724,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
207,101725,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
208,101726,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
209,101727,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
210,101728,LG Dryer,1,"[600.0, 1]",NA,NA
211,101729,Google Phone,1,"[600, 8]",NA,NA
212,101730,Wired Headphones,1,"[11.99, 26]",NA,NA
213,101731,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
214,101732,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
215,101733,27in FHD Monitor,1,"[149.99, 11]",NA,NA
216,101734,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
217,101735,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
218,101736,27in FHD Monitor,1,"[149.99, 11]",NA,NA
219,101737,Google Phone,1,"[600, 8]",NA,NA
220,101738,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
221,101739,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
222,101740,Apple Airpods Headphones,1,"[150, 22]",NA,NA
223,101741,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
224,101742,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
225,101743,20in Monitor,1,"[109.99, 6]",NA,NA
226,101744,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
227,101745,Wired Headphones,1,"[11.99, 26]",NA,NA
228,101746,Google Phone,1,"[600, 8]",NA,NA
229,101747,Apple Airpods Headphones,1,"[150, 22]",NA,NA
230,101748,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
231,101749,Wired Headphones,1,"[11.99, 26]",NA,NA
232,101750,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
233,101751,Google Phone,1,"[600, 8]",NA,NA
234,101752,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
235,101753,Wired Headphones,1,"[11.99, 26]",NA,NA
236,101754,Wired Headphones,1,"[11.99, 26]",NA,NA
237,101755,Apple Airpods Headphones,1,"[150, 22]",NA,NA
238,101756,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
239,101757,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
240,101758,Flatscreen TV,1,"[300, 7]",NA,NA
241,101759,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
242,101760,Apple Airpods Headphones,1,"[150, 22]",NA,NA
243,101761,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
244,101762,Apple Airpods Headphones,1,"[150, 22]",NA,NA
245,101763,Wired Headphones,1,"[11.99, 26]",NA,NA
246,101764,Wired Headphones,1,"[11.99, 26]",NA,NA
247,101765,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
248,101766,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
249,101767,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
250,101768,iPhone,1,"[700, 10]",NA,NA
251,101769,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
252,101770,20in Monitor,1,"[109.99, 6]",NA,NA
253,101771,27in FHD Monitor,1,"[149.99, 11]",NA,NA
254,101772,Wired Headphones,1,"[11.99, 26]",NA,NA
255,101773,iPhone,1,"[700, 10]",NA,NA
256,101774,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
257,101775,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
258,101776,20in Monitor,1,"[109.99, 6]",NA,NA
259,101777,27in FHD Monitor,1,"[149.99, 11]",NA,NA
260,101778,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
261,101779,27in FHD Monitor,1,"[149.99, 11]",NA,NA
262,101780,Wired Headphones,1,"[11.99, 26]",NA,NA
263,101781,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
264,101782,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
265,101783,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
266,101784,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
267,101785,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
268,101786,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
269,101787,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
270,101788,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
271,101789,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
272,101790,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
273,101791,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
274,101792,Wired Headphones,1,"[11.99, 26]",NA,NA
275,101793,iPhone,1,"[700, 10]",NA,NA
276,101794,Flatscreen TV,1,"[300, 7]",NA,NA
277,101795,Wired Headphones,1,"[11.99, 26]",NA,NA
278,101796,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
279,101797,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
280,101798,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
281,101799,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
282,101800,iPhone,1,"[700, 10]",NA,NA
283,101801,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
284,101802,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
285,101803,Wired Headphones,1,"[11.99, 26]",NA,NA
286,101804,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
287,101805,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
288,101806,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
289,101807,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
290,101808,27in FHD Monitor,1,"[149.99, 11]",NA,NA
291,101809,Google Phone,1,"[600, 8]",NA,NA
292,101810,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
293,101811,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
294,101812,Flatscreen TV,1,"[300, 7]",NA,NA
295,101813,iPhone,1,"[700, 10]",NA,NA
296,101814,Wired Headphones,1,"[11.99, 26]",NA,NA
297,101815,Wired Headphones,1,"[11.99, 26]",NA,NA
298,101816,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
299,101817,LG Washing Machine,1,"[600.0, 1]",NA,NA
300,101818,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
301,101819,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
302,101820,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
303,101821,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
304,101822,Apple Airpods Headphones,1,"[150, 22]",NA,NA
305,101823,Apple Airpods Headphones,1,"[150, 22]",NA,NA
306,101824,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
307,101825,Google Phone,1,"[600, 8]",NA,NA
308,101826,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
309,101827,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
310,101828,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
311,101829,Google Phone,1,"[600, 8]",NA,NA
312,101830,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
313,101831,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
314,101832,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
315,101833,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
316,101834,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
317,101835,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
318,101836,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
319,101837,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
320,101838,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
321,101839,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
322,101840,Apple Airpods Headphones,1,"[150, 22]",NA,NA
323,101841,Apple Airpods Headphones,1,"[150, 22]",NA,NA
324,101842,Google Phone,1,"[600, 8]",NA,NA
325,101843,iPhone,1,"[700, 10]",NA,NA
326,101844,LG Washing Machine,1,"[600.0, 1]",NA,NA
327,101845,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
328,101846,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
329,101847,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
330,101848,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
331,101849,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
332,101850,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
333,101851,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
334,101852,iPhone,1,"[700, 10]",NA,NA
335,101853,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
336,101854,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
337,101855,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
338,101856,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
339,101857,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
340,101858,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
341,101859,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
342,101860,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
343,101861,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
344,101862,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
345,101863,Wired Headphones,1,"[11.99, 26]",NA,NA
346,101864,Wired Headphones,1,"[11.99, 26]",NA,NA
347,101865,LG Dryer,1,"[600.0, 1]",NA,NA
348,101866,iPhone,1,"[700, 10]",NA,NA
349,101867,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
350,101868,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
351,101869,Apple Airpods Headphones,1,"[150, 22]",NA,NA
352,101870,20in Monitor,1,"[109.99, 6]",NA,NA
353,101871,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
354,101872,20in Monitor,1,"[109.99, 6]",NA,NA
355,101873,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
356,101874,Google Phone,1,"[600, 8]",NA,NA
357,101875,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
358,101876,Wired Headphones,1,"[11.99, 26]",NA,NA
359,101877,Wired Headphones,1,"[11.99, 26]",NA,NA
360,101878,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
361,101879,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
362,101880,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
363,101881,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
364,101882,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
365,101883,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
366,101884,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
367,101885,Apple Airpods Headphones,1,"[150, 22]",NA,NA
368,101886,Google Phone,1,"[600, 8]",NA,NA
369,101887,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
370,101888,Google Phone,1,"[600, 8]",NA,NA
371,101889,iPhone,1,"[700, 10]",NA,NA
372,101890,Google Phone,1,"[600, 8]",NA,NA
373,101891,Wired Headphones,1,"[11.99, 26]",NA,NA
374,101892,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
375,101893,Wired Headphones,1,"[11.99, 26]",NA,NA
376,101894,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
377,101895,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
378,101896,Wired Headphones,1,"[11.99, 26]",NA,NA
379,101897,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
380,101898,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
381,101899,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
382,101900,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
383,101901,Google Phone,1,"[600, 8]",NA,NA
384,101902,Apple Airpods Headphones,1,"[150, 22]",NA,NA
385,101903,Google Phone,1,"[600, 8]",NA,NA
386,101904,Wired Headphones,1,"[11.99, 26]",NA,NA
387,101905,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
388,101906,iPhone,1,"[700, 10]",NA,NA
389,101907,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
390,101908,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
391,101909,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
392,101910,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
393,101911,Wired Headphones,1,"[11.99, 26]",NA,NA
394,101912,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
395,101913,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
396,101914,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
397,101915,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
398,101916,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
399,101917,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
400,101918,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
401,101919,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
402,101920,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
403,101921,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
404,101922,27in FHD Monitor,1,"[149.99, 11]",NA,NA
405,101923,iPhone,1,"[700, 10]",NA,NA
406,101924,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
407,101925,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
408,101926,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
409,101927,Apple Airpods Headphones,1,"[150, 22]",NA,NA
410,101928,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
411,101929,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
412,101930,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
413,101931,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
414,101932,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
415,101933,Apple Airpods Headphones,1,"[150, 22]",NA,NA
416,101934,Wired Headphones,1,"[11.99, 26]",NA,NA
417,101935,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
418,101936,Wired Headphones,1,"[11.99, 26]",NA,NA
